acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
345812,,Slight,1,1,23/06/2012,Saturday,23,June,12,23,0,230,A,900,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,1,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325880,674040,520638,Junction,Pedestrian,354987,unset,EH13SJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
348112,,Slight,2,1,25/06/2012,Monday,25,June,12,9,40,230,B,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323800,674680,554177,Segment,T.V.N.P.,354988,unset,EH41BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
348312,,Slight,2,1,18/06/2012,Monday,18,June,12,15,45,230,Unclassified,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326340,672220,563155,Segment,Cyclist,354989,unset,EH91PU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
349012,,Serious,2,1,25/06/2012,Monday,25,June,12,16,29,230,C,,Single carriageway - 2 lanes,30,Roundabout,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325340,674040,520515,Junction,T.V.N.P.,354990,unset,EH21EL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
349112,,Serious,2,1,25/06/2012,Monday,25,June,12,20,59,230,B,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319530,670280,529933,Junction,T.V.N.P.,354991,unset,EH114LL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
349512,,Serious,1,1,26/06/2012,Tuesday,26,June,12,7,35,230,A,70,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,A,70,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322530,671290,529576,Junction,Pedestrian,354992,unset,EH141PY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
349612,,Slight,2,2,26/06/2012,Tuesday,26,June,12,13,3,230,B,6415,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331160,673570,531382,Junction,T.V.N.P.,354993,unset,EH152DQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
349712,,Slight,2,2,26/06/2012,Tuesday,26,June,12,12,20,230,Unclassified,,Dual carriageway - 2 lanes,40,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318320,673700,10303338,Junction,T.V.N.P.,354994,unset,EH128TZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
349812,,Slight,1,1,26/06/2012,Tuesday,26,June,12,12,40,230,A,6095,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328810,671640,523773,Junction,Bus,354995,unset,EH164BY,Control by other authorised person,Central refuge - no other controls,At scene
350012,,Slight,2,1,25/06/2012,Monday,25,June,12,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326590,672590,531409,Junction,Cyclist,354996,unset,EH165BP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
350412,,Slight,2,1,26/06/2012,Tuesday,26,June,12,7,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323340,674890,520071,Junction,Cyclist,354997,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
350612,,Slight,1,1,26/06/2012,Tuesday,26,June,12,15,10,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327210,674550,0,Unset,Pedestrian,354998,unset,EH75SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
350912,,Slight,2,1,26/06/2012,Tuesday,26,June,12,15,40,230,A,8,Roundabout,30,Roundabout,Give way sign or markings,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319310,672920,522900,Junction,Cyclist,354999,unset,EH128HH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
351212,,Serious,1,1,26/06/2012,Tuesday,26,June,12,17,10,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325460,671930,566291,Segment,Pedestrian,355000,unset,EH92AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
352812,,Slight,2,1,07/06/2012,Thursday,7,June,12,23,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,324260,672770,559463,Segment,Cyclist,355001,unset,EH111AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
352912,,Slight,2,1,27/06/2012,Wednesday,27,June,12,8,10,230,A,6095,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,328950,671660,553846,Segment,T.V.N.P.,355002,unset,EH164BG,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
355112,,Slight,2,1,27/06/2012,Wednesday,27,June,12,12,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,324490,671200,0,Unset,Cyclist,355003,unset,EH104QQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
355512,,Slight,1,1,24/06/2012,Sunday,24,June,12,15,50,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327580,670060,0,Unset,Pedestrian,355004,unset,EH166BD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
356112,,Slight,2,1,28/06/2012,Thursday,28,June,12,15,5,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324700,674030,520485,Junction,T.V.N.P.,355005,unset,EH36AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
356212,,Serious,2,1,28/06/2012,Thursday,28,June,12,16,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,675960,10217371,Segment,Cyclist,355006,unset,EH65QB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
358312,,Slight,2,1,29/06/2012,Friday,29,June,12,15,40,230,A,720,Single carriageway - 3 lanes,50,Slip road,Give way sign or markings,A,720,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,318310,670790,2307184,Junction,T.V.N.P.,355007,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
358512,,Serious,1,1,29/06/2012,Friday,29,June,12,16,55,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,322190,671270,529561,Junction,Pedestrian,355008,unset,EH141RJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
359212,,Slight,1,1,30/06/2012,Saturday,30,June,12,1,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,702,Darkness: no street lighting,Fog (or mist if hazard),Dry,None,None,No overtaking,324760,673430,10254968,Junction,Pedestrian,355009,unset,EH12DA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
359712,,Slight,2,1,30/06/2012,Saturday,30,June,12,15,30,230,Unclassified,,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319370,672660,0,Unset,T.V.N.P.,355010,unset,EH127UQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
359912,,Slight,2,2,28/06/2012,Thursday,28,June,12,19,35,230,A,900,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,Pedestrian in carriagway - not injured,No overtaking,326080,674430,520659,Junction,T.V.N.P.,355011,unset,EH13AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
360112,,Slight,1,1,30/06/2012,Saturday,30,June,12,2,20,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324780,673340,548964,Segment,S.V.N.P.,355012,unset,EH12EA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
361212,,Slight,2,1,22/06/2012,Friday,22,June,12,18,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,325930,671070,533410,Junction,Cyclist,355013,unset,EH93HU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
362112,,Slight,2,1,30/06/2012,Saturday,30,June,12,23,58,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,323300,673190,521289,Junction,T.V.N.P.,355014,unset,EH125JD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
364012,,Serious,1,1,02/07/2012,Monday,2,July,12,17,25,230,A,772,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,701,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,327190,670750,530071,Junction,Pedestrian,365775,unset,EH165TY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
364312,,Slight,5,3,29/06/2012,Friday,29,June,12,12,0,230,A,90,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,322010,674590,520044,Junction,M.V.N.P.,355015,unset,EH42AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
366512,,Slight,2,1,03/07/2012,Tuesday,3,July,12,22,15,230,A,701,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Other,Dry,None,None,No overtaking,327000,671340,529606,Junction,T.V.N.P.,365776,unset,EH165PF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
